"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-12655","Project Peanut (Google)","Project Peanut (Google)","Google","[""Hyperscale""]","[""Planned""]","856,000","0","0","0","2700 Bermuda Hundred Rd","Chester","VA","23836","37.34593","-77.3102","52.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12654","Project Peanut","Project Peanut","Google","[""Hyperscale""]","[""Planned""]","855,000","0","0","300","2700 Bermuda Hundred Road","Chester","VA","23836","37.344571","-77.30399","205.9","2/17/2026 3:58 PM","2/7/2026 7:26 PM"
"DC-12653","CoreWeave - Chester","CoreWeave - Chester","Chirisa","[""Carrier Neutral/Real Estate""]","[""Operational""]","250,000","0","0","88","1401 Meadowville Technology Pkwy","Chester","VA","23836","37.36344","-77.3273","60.4","2/17/2026 4:01 PM","2/7/2026 7:26 PM"
"DC-12652","Balico","Balico","Balico LLC",,"[""Withdrawn/In Doubt""]","4,752,000","0","0","0","State Road 685/Chalk Level Road, State Road 691/Mill Creek Road, State Road 692/Transco Road, State Road 1447/Robin Court, and State Road 1439/Jackson Lane","Chatham","VA","24531","36.847962","-79.370255","290.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12651","LYH03 Bailey – Microsoft","LYH03 Bailey – Microsoft","Microsoft","[""Hyperscale""]","[""Planned""]","0","0","0","0","313-A HIGH STREET","Chase City","VA","23924","36.780624","-78.467831","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12650","Diode Ventures data center","Diode Ventures data center",,,"[""Withdrawn/In Doubt""]","0","0","0","0","~2043 State Rte 622","Charles City","VA","23030","37.46036","-77.1559","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12649","AWS Westfax B","AWS Westfax B","Amazon","[""Hyperscale""]","[""Operational""]","95,000","0","0","0","4100 WESTFAX DR","Chantily","VA","20151","38.899592","-77.453439","5.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12648","AWS Westfax A","AWS Westfax A","Amazon","[""Hyperscale""]","[""Operational""]","95,000","0","0","0","4101 WESTFAX DR","Chantily","VA","20151","38.897989","-77.454029","5.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12647","AWS IAD61-IAD63 South Riding","AWS IAD61-IAD63 South Riding","Amazon","[""Hyperscale""]","[""Operational""]","778,426","0","0","0","25316 PREDICTION LN","Chantily","VA","20152","38.916769","-77.493796","47.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12646","TFG INDEPENDENCE CENTER I PROPERTY","TFG INDEPENDENCE CENTER I PROPERTY","TFG INDEPENDENCE CENTER I PROPERTY LLC",,"[""Operational""]","293,514","0","0","0","15036 CONFERENCE CENTER DR","Chantilly","VA","20151","38.880273","-77.462236","18.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12645","Penzance Development data center - Chantilly","Penzance Development data center - Chantilly",,,"[""Under Construction""]","402,000","0","0","0","Stonecroft Rd and","Chantilly","VA","20151","38.90522","-77.4554","24.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12644","PDCREF 2 Chantilly","PDCREF 2 Chantilly","PDCREF 2 CHANTILLY LLC",,"[""Planned""]","402,000","0","0","0","Lee Jackson Memorial HWY","Chantilly","VA","20151","38.903057","-77.465251","24.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12643","PARKSTONE TECH PARK, LLC","PARKSTONE TECH PARK, LLC","PARKSTONE TECH PARK, LLC",,"[""Planned""]","500,000","0","0","0","Conference Center Dr","Chantilly","VA","20151","38.87255","-77.465633","30.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12642","LEE ROAD PROPERTY","LEE ROAD PROPERTY","LEE ROAD PROPERTY LLC",,"[""Operational""]","20,118","0","0","0","14558 LEE RD","Chantilly","VA","20151","38.890537","-77.453678","1.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12641","Amazon Web Services Mallory","Amazon Web Services Mallory","Amazon","[""Hyperscale""]","[""Operational""]","440,870","0","0","0","14501 AVION PKWY","Chantilly","VA","20151","38.904927","-77.453811","27.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12640","Warrenton Amazon Data Center","Warrenton Amazon Data Center","Amazon","[""Hyperscale""]","[""Planned""]","220,000","0","0","0","719 BLACKWELL RD","Catlett","VA","20186","38.729474","-77.787531","13.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12639","Headwaters Site Development LLC","Headwaters Site Development LLC",,,"[""Withdrawn/In Doubt""]","0","0","0","0","Catlett Rd & Gaskins Ln","Catlett","VA","20119","38.66282","-77.6317","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12638","Catlett Data Center Park","Catlett Data Center Park","Catlett Station II LLC",,"[""Planned""]","1,400,000","0","0","0","3154 GASKINS LN","Catlett","VA","20119","38.661777","-77.632217","85.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12637","Compton Property SUP","Compton Property SUP","Amazon","[""Hyperscale""]","[""Planned""]","1,062,000","0","0","0","8750 RIXLEW LN","Bull run","VA","20107","38.775802","-77.51027","65.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12636","Bull Church Data Center","Bull Church Data Center",,,"[""Planned""]","792,000","0","0","0","Bull Church Road, east of I-95 near the Ladysmith interchange",,"VA","22546","38.009126","-77.493309","48.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12635","MANUCHEHR VENTURES LLC","MANUCHEHR VENTURES LLC","MANUCHEHR VENTURES LLC",,"[""Operational""]","139,000","0","0","0","10900 AIRMAN AVE","Buckhall","VA","20112","38.715086","-77.494764","8.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12634","SI NVA17 LLC","SI NVA17 LLC","STACK INFRASTRUCTURE",,"[""Planned""]","637,282","0","0","0","11859 HAZEL CIRCLE DR","Bristow","VA","20136","38.734523","-77.547416","39.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12633","Sharpless Enterprises LLC","Sharpless Enterprises LLC","Sharpless Enterprises LLC",,"[""Planned""]","2,400,000","0","0","0","6201 WELLINGTON RD","Bristow","VA","20136","38.786886","-77.575052","146.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12632","SES AMERICOM INC","SES AMERICOM INC","SES AMERICOM INC",,"[""Operational""]","20,534","0","0","0","8000 GAINSFORD CT","Bristow","VA","20136","38.783809","-77.572316","1.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12631","PROJECT INDUSTRY","PROJECT INDUSTRY",,,"[""Planned""]","1,838,000","0","0","0","8001 INDUSTRIAL PARK CT","Bristow","VA","20136","38.781743","-77.579189","112.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12630","NOVA MANGO FARMS LLC
 C/O CORPORATION SERVICE COMPANY","NOVA MANGO FARMS LLC
 C/O CORPORATION SERVICE COMPANY","NOVA MANGO FARMS LLC
 C/O CORPORATION SERVICE COMPANY",,"[""Operational""]","578,290","0","0","0","13001 ROLLINS FORD RD","Bristow","VA","20136","38.776191","-77.583403","35.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12629","MICROSOFT CORPORATION","MICROSOFT CORPORATION","Microsoft","[""Hyperscale""]","[""Planned""]","200,000","0","0","0","7745 Piney Branch Ln","Bristow","VA","20136","38.784104","-77.567729","12.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12628","Hunter Property","Hunter Property","LHR GAINESVILLE LLC",,"[""Planned""]","3,650,157","0","0","0","8613 LINTON HALL RD","Bristow","VA","20136","38.773406","-77.590433","223.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12627","Gainsville Tech Park","Gainsville Tech Park","Microsoft","[""Hyperscale""]","[""Planned""]","2,982,000","0","0","0","13050 HANSEN FARM RD","Bristow","VA","20136","38.780185","-77.568988","182.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12626","Delvin Technology Park","Delvin Technology Park","Amazon","[""Hyperscale""]","[""Planned""]","3,530,000","0","0","270","8900 DEVLIN RD","Bristow","VA","20136","38.767224","-77.575754","298.0","2/9/2026 8:32 PM","2/7/2026 7:26 PM"
"DC-12625","Bristow Campus","Bristow Campus",,,"[""Planned""]","540,000","0","0","0","11480 NOKESVILLE RD","Bristow","VA","20137","38.737968","-77.541254","33.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12624","Microsoft Ridge Road Campus","Microsoft Ridge Road Campus","Microsoft","[""Hyperscale""]","[""Planned""]","0","0","0","259","925 Ridge Rd","Boydton","VA","23917","36.69182","-78.3648","442.9","2/17/2026 3:56 PM","2/7/2026 7:26 PM"
"DC-12623","Microsoft data center - Boydton","Microsoft data center - Boydton","Microsoft","[""Hyperscale""]","[""Operational""]","0","0","0","0","101 Herbert Dr","Boydton","VA","23917","36.67847","-78.3752","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12622","Microsoft Azure","Microsoft Azure","Microsoft","[""Hyperscale""]","[""Operational""]","1,625,704","0","0","0","101 Herbert Drive","Boydton","VA","23917","36.696523","-78.361159","99.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12621","Brush Mountain Blacksburg","Brush Mountain Blacksburg","BRUSH MOUNTAIN DATA CENTER LLC",,"[""Operational""]","1,886","0","0","0","2200 KRAFT DR STE 2025","Blacksburg","VA","24060","37.203729","-80.411793","0.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12620","Tradeport Ashland Data Center","Tradeport Ashland Data Center","Tradeport Ashland Land LLC",,"[""Planned""]","0","0","0","0","13058 Mount Hermon Road","Ashland","VA","23005","37.755629","-77.449933","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12619","Tract Technology Campus","Tract Technology Campus","VALCO HANOVER COUNTY",,"[""Planned""]","11,000,000","0","0","0","Hickory Hill Rd","Ashland","VA",,"37.786198","-77.440396","673.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12618","Pixel Factory","Pixel Factory","PIXEL FACTORY DEVELOPMENT LLC",,"[""Operational""]","6,000","0","0","0","9680 ATLEE COMMONS DRIVE","Ashland","VA","23005","37.699009","-77.436271","0.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12617","Ironhorse East Ashland","Ironhorse East Ashland","Harris and Douglass Properties, LLC",,"[""Planned""]","3,300,000","0","0","0","10171 East Patrick Henry Road","Ashland","VA","23005","37.759017","-77.450796","202.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12616","Zebra East","Zebra East","CloudHQ",,"[""Planned""]","723,779","0","0","0","22130 LOUDOUN COUNTY PKWY","Ashburn","VA","20147","39.005049","-77.471507","44.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12615","VISA USA INC","VISA USA INC","VISA USA INC",,"[""Operational""]","365,855","0","0","0","44901 RUSSELL BRANCH PKWY","Ashburn","VA","20147","39.049205","-77.445568","22.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12614","Vantage VA 3 - Ashburn","Vantage VA 3 - Ashburn","VANTAGE DATA CENTERS VA3 LLC/Jeff Tench",,"[""Operational""]","385,398","0","0","0","43321 DATA DR","Ashburn","VA","20147","39.077394","-77.506165","23.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12613","Vantage VA 3 - Ashburn","Vantage VA 3 - Ashburn","VANTAGE DATA CENTERS VA3 LLC/Jeff Tench",,"[""Planned""]","2,329,165","0","0","0","19509 BELMONT RIDGE RD","Ashburn","VA","20147","39.079757","-77.506546","142.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12612","TELOS DATA CENTER","TELOS DATA CENTER",,,"[""Planned""]","180,000","0","0","0","19886 ASHBURN RD","Ashburn","VA","20147","39.067025","-77.478567","11.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12611","Tech Park at Brambleton","Tech Park at Brambleton","BlackChamber Group",,"[""Planned""]","1,700,000","0","0","0","23896 BELMONT RIDGE RD","Ashburn","VA","20148","38.956567","-77.534365","104.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12610","STACK NVA04 - Ashburn","STACK NVA04 - Ashburn","STACK INFRASTRUCTURE",,"[""Planned""]","371,941","0","0","0","22295 LOCKRIDGE RD","Ashburn","VA","20166","39.002779","-77.46116","22.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12609","STACK NVA04 - Ashburn","STACK NVA04 - Ashburn","STACK INFRASTRUCTURE",,"[""Operational""]","371,941","0","0","0","22285 LOCKRIDGE RD","Ashburn","VA","20166","39.000746","-77.460305","22.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12608","STACK NVA04 - Ashburn","STACK NVA04 - Ashburn","STACK INFRASTRUCTURE",,"[""Operational""]","371,211","0","0","0","22271 LOCKRIDGE RD","Ashburn","VA","20166","38.999166","-77.460786","22.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12607","SDC ASHBURN I","SDC ASHBURN I","SDC ASHBURN ALPHA I LLC",,"[""Operational""]","531,592","0","0","0","44351 IMPORT PLZ","Ashburn","VA","20147","38.996209","-77.471638","32.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12606","Sabey data center","Sabey data center",,,"[""Under Construction""]","645,000","0","0","0","21741 Red Rum Drive","Ashburn","VA","20147","39.0155","-77.4783","39.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12605","Red Rum Dr Campus Sabey Data Centers","Red Rum Dr Campus Sabey Data Centers","INTERGATE ASHBURN I LLC",,"[""Operational""]","400,232","0","0","0","21735 RED RUM DR","Ashburn","VA","20147","39.014701","-77.478456","24.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12604","NTT Global Data Centers","NTT Global Data Centers","NTT GLOBAL DATA CENTERS VA LLC",,"[""Operational""]","1,376,853","0","0","0","44245 GIGABIT PLZ","Ashburn","VA","20147","39.018154","-77.472889","84.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12603","MONTEREY DC ASSETS","MONTEREY DC ASSETS","MONTEREY DC ASSETS LLC",,"[""Operational""]","164,455","0","0","0","21571 BEAUMEADE CIR","Ashburn","VA","20147","39.021942","-77.45329","10.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12602","IAD24","IAD24","DIGITAL LOUDOUN II LLC",,"[""Operational""]","266,742","0","0","0","43830 DEVIN SHAFRON DR","Ashburn","VA","20147","39.004662","-77.484967","16.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12601","IAD12","IAD12","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","180,000","0","0","0","43881 DEVIN SHAFRON DR","Ashburn","VA","20147","39.001983","-77.483322","11.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12600","IAD114","IAD114","BEAUMEADE LC PHASE III LLC",,"[""Operational""]","147,600","0","0","0","20945 LOUDOUN COUNTY PKWY","Ashburn","VA","20147","39.035631","-77.450937","9.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12599","IAD Round Table Campus Digital Realty","IAD Round Table Campus Digital Realty","DIGITAL LOUDOUN 3 LLC",,"[""Operational""]","1,564,173","0","0","0","44274 ROUND TABLE PLZ","Ashburn","VA","20147","39.006629","-77.466196","95.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12598","IAD Digital Loudoun Plaza","IAD Digital Loudoun Plaza","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","1,137,740","0","0","0","43940 DIGITAL LOUDOUN PLZ","Ashburn","VA","20147","39.000828","-77.4792","69.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12597","IAD 41, IAD 42, BLDG P","IAD 41, IAD 42, BLDG P","DIGITAL LOUDOUN 3 LLC",,"[""Operational""]","789,300","0","0","0","44757 ROUND TABLE PLZ","Ashburn","VA","20147","39.008408","-77.457944","48.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12596","Filigree Ct Campus","Filigree Ct Campus","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","679,455","0","0","0","21701 FILIGREE CT","Ashburn","VA","20147","39.015853","-77.459886","41.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12595","DULLES BERRY LC4","DULLES BERRY LC4",,,"[""Operational""]","1,434,706","0","0","0","22200 LOUDOUN COUNTY PKWY","Ashburn","VA","20147","39.00252","-77.472279","87.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12594","DIGITAL-GCEAR1 ASHBURN","DIGITAL-GCEAR1 ASHBURN","GI TC DEVIN SHAFRON LLC",,"[""Operational""]","138,600","0","0","0","43915 DEVIN SHAFRON DR","Ashburn","VA","20147","39.00286","-77.481915","8.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12593","DIGITAL REALTY ACC10","DIGITAL REALTY ACC10","BLUE SLING ACC 10 LLC",,"[""Operational""]","288,400","0","0","0","21744 SIR TIMOTHY DR","Ashburn","VA","20147","39.013277","-77.466018","17.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12592","Digital Filigree","Digital Filigree","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Planned""]","342,003","0","0","0","21780 FILIGREE CT","Ashburn","VA","20147","39.013676","-77.456417","20.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12591","DC 8 9 10 DE","DC 8 9 10 DE","DC 8 9 10 DE LLC",,"[""Operational""]","429,711","0","0","0","21271 SMITH SWITCH RD","Ashburn","VA","20147","39.029079","-77.458964","26.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12590","DBT-DATA ASHBURN HOLDING I","DBT-DATA ASHBURN HOLDING I","NTT GLOBAL DATA CENTERS AMERICAS INC",,"[""Operational""]","123,200","0","0","0","44610 GUILFORD DR","Ashburn","VA","20147","39.024899","-77.457651","7.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12589","DARAB VENTURES SIX","DARAB VENTURES SIX",,,"[""Planned""]","1,538,288","0","0","0","22235 LOUDOUN COUNTY PKWY","Ashburn","VA","20147","39.005964","-77.477243","94.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12588","CYRUSONE BROADLANDS DATA CENTER","CYRUSONE BROADLANDS DATA CENTER",,,"[""Planned""]","784,600","0","0","0","Belmont Road and Dulles Greenway","Ashburn","VA","20148","39.033375","-77.521707","48.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12587","CLOUD HQ LC3","CLOUD HQ LC3","LOHRASP VENTURES LLC",,"[""Operational""]","585,593","0","0","0","44631 WAXPOOL RD","Ashburn","VA","20147","39.011154","-77.45961","35.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12586","BRAMBLETON SHREVEPORT SOUTH DATA CENTER","BRAMBLETON SHREVEPORT SOUTH DATA CENTER",,,"[""Planned""]","1,317,531","0","0","0","Evergreen Mills and Belmont Ridge Rd","Ashburn","VA","20148","38.959672","-77.52909","80.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12585","Brambleton Business Campus Data Center","Brambleton Business Campus Data Center",,,"[""Planned""]","936,191","0","0","0","42842 ARCOLA BLVD","ASHBURN","VA","20166","38.953912","-77.518372","57.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12584","BLUE SLING ACC 9","BLUE SLING ACC 9","BLUE SLING ACC 9 LLC",,"[""Operational""]","362,100","0","0","0","21745 SIR TIMOTHY DR","Ashburn","VA","20147","39.015492","-77.467579","22.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12583","Belmont Innovation Campus","Belmont Innovation Campus","LOUDOUN GC LLC",,"[""Planned""]","1,300,000","0","0","0","43121 GOOSE GLEN LN","Ashburn","VA","20147","39.072828","-77.509723","79.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12582","BEAUMEADE LC PHASE III LLC","BEAUMEADE LC PHASE III LLC","BEAUMEADE LC PHASE III LLC",,"[""Operational""]","147,600","0","0","0","20935 LOUDOUN COUNTY PKWY","Ashburn","VA","20147","39.036379","-77.449789","9.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12581","BCORE COPT DC-15","BCORE COPT DC-15","BCORE COPT DC-15 LLC",,"[""Operational""]","446,732","0","0","0","44862 INTERCONNECTION PL","Ashburn","VA","20147","39.026397","-77.451149","27.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12580","Ashburn Data Center","Ashburn Data Center",,,"[""Planned""]","1,176,000","0","0","0","21300 COACH GIBBS DR","Ashburn","VA","20147","39.02697","-77.444127","72.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12579","ASH3 DC2","ASH3 DC2","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","302,180","0","0","0","22271 SHELLHORN RD","Ashburn","VA","20147","38.998658","-77.474192","18.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12578","ASH1-BRODERICK DC2","ASH1-BRODERICK DC2",,,"[""Planned""]","189,890","0","0","0","22280 RANDOLPH DR","Ashburn","VA","20166","38.998138","-77.44936","11.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12577","ALIGNED ENERGY DATA CENTERS ASHBURN","ALIGNED ENERGY DATA CENTERS ASHBURN","Aligned Data Centers",,"[""Operational""]","107,253","0","0","0","21838 UUNET DR","Ashburn","VA","20147","39.013212","-77.472966","6.6","2/13/2026 5:07 PM","2/7/2026 7:26 PM"
"DC-12576","ALIGNED DATA CENTER IAD01","ALIGNED DATA CENTER IAD01","Aligned Data Centers",,"[""Operational""]","368,600","0","0","0","21890 UUNET DR","Ashburn","VA","20147","39.013936","-77.469974","22.6","2/13/2026 5:07 PM","2/7/2026 7:26 PM"
"DC-12575","ACC11 Digital Realty","ACC11 Digital Realty","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Planned""]","395,829","0","0","0","Corner of Gresham and Waxpool","Ashburn","VA","20147","39.014893","-77.463629","24.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12574","44790 PERFORMANCE CIR","44790 PERFORMANCE CIR","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","672,244","0","0","0","44790 PERFORMANCE CIR","Ashburn","VA","20147","39.023572","-77.450905","41.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
